Restaurant Name,Common Name,Inspection Date,Score,Address,Facility City,Zip Code,Facility ID,Process Description,
Kappa Alpha Theta Sorority,,11/28/2016,97,"2401 PEARL ST
AUSTIN, TX 78705
(30.288578186331815, -97.74639562781392)",AUSTIN,78705,2800406,Routine Inspection,
Chipotle Mexican Grill #874,,12/7/2017,96,"6301 W PARMER LN
AUSTIN, TX 78729
(30.44532019183188, -97.74371447414919)",AUSTIN,78729,10179774,Routine Inspection,
Bill Miller BBQ,,6/23/2017,80,"8700 E US 290 HWY
AUSTIN, TX 78754
(30.329134590382974, -97.65898020286879)",AUSTIN,78754,2801889,Routine Inspection,
CVS Pharmacy #526,,3/8/2018,98,"10550 W PARMER LN
AUSTIN, TX 78717
(30.49779795078376, -97.77462055388658)",AUSTIN,78717,10002488,Routine Inspection,
Dollar General Store #12561,,2/2/2017,94,"6600 FM 969 RD
AUSTIN, TX 78724
(30.28463700593405, -97.65781023025828)",AUSTIN,78724,10624924,Routine Inspection,
Snarf's Sandwiches,,10/2/2018,90,"2901 MEDICAL ARTS ST
AUSTIN, TX 78705
(30.288581279613286, -97.72851821633981)",AUSTIN,78705,11166298,Routine Inspection,
Matt's El Rancho,,3/28/2019,91,"2613 S LAMAR BLVD
AUSTIN, TX 78704
(30.24514280224532, -97.77924737066256)",AUSTIN,78704,2800123,Routine Inspection,
Applebee's,,8/1/2018,97,"11013 LAKELINE MALL DR
AUSTIN, TX 78613
(30.472165597408374, -97.79983989787918)",AUSTIN,78613,10870119,Routine Inspection,
Rodeo,,9/14/2018,94,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.364433974008488, -97.69460873518548)",AUSTIN,78753,2801310,Routine Inspection,
Taco Bell #030139,TACO BELL,10/7/2016,100,"3501 W WELLS BRANCH PKWY
AUSTIN, TX 78727
(30.439723169944358, -97.696927920445)",AUSTIN,78727,11066744,Routine Inspection,
Spring Hill Grocery,,11/28/2017,100,"15608 SPRING HILL LN
AUSTIN, TX 78660
(30.445907632600754, -97.6515562474444)",AUSTIN,78660,10353638,Routine Inspection,
Burnet Food Mart,,2/8/2017,92,"5300 BURNET RD
AUSTIN, TX 78756
(30.326056772877745, -97.73984249664412)",AUSTIN,78756,2803497,Routine Inspection,
Jimmy John's Gourmet Sandwiches,,11/21/2017,100,"10622 BURNET RD
AUSTIN, TX 78758
(30.39065776883593, -97.72267912698521)",AUSTIN,78758,11231012,Routine Inspection,
Wing's N More,,12/28/2016,74,"1200 W HOWARD LN
AUSTIN, TX 78660
(30.42419546472851, -97.66974604510119)",AUSTIN,78660,2802223,Routine Inspection,
7-Eleven Convenience Store #36266A,,8/17/2018,92,"8600 E US 290 HWY
AUSTIN, TX 78754
(30.328990579976693, -97.65986238567183)",AUSTIN,78754,11402314,Routine Inspection,
Majik Mart,,4/28/2017,91,"11815 N FM 620 RD
AUSTIN, TX 78750
(30.458077920298088, -97.82254144905289)",AUSTIN,78750,2803423,Routine Inspection,
Corner Store #2741319,,2/21/2018,93,"3112 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.25207189240158, -97.70906995819598)",AUSTIN,78702,2803414,Routine Inspection,
Tony C's Pizza & Wine Bar,,6/13/2017,87,"10526 W PARMER LN
AUSTIN, TX 78717
(30.497381601027552, -97.77395435269817)",AUSTIN,78717,10925608,Routine Inspection,
Pizza Hut,,12/9/2016,97,"10601 FM 2222 RD
AUSTIN, TX 78730
(30.393108014776097, -97.84408065644274)",AUSTIN,78730,2802656,Routine Inspection,
Express Food Mart #7,,3/9/2018,90,"10500 N LAMAR BLVD
AUSTIN, TX 78753
(30.374029529399646, -97.69122075651927)",AUSTIN,78753,2803985,Routine Inspection,
Gattitown #2006,,2/8/2019,99,"9900 S IH
AUSTIN, TX 78748
(30.157218012970485, -97.79321607180552)",AUSTIN,78748,10065343,Routine Inspection,
Tea Haus,,3/5/2018,84,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.355477691128065, -97.73354425067319)",AUSTIN,78757,11277416,Routine Inspection,
Contigo Fareground,,3/26/2019,94,"111 CONGRESS AVE
AUSTIN, TX 78701
(30.263744975670804, -97.74365422248205)",AUSTIN,78701,11814478,Routine Inspection,
Burkes Adult Supervised Living,,12/19/2016,95,"2612 WHELESS LN
AUSTIN, TX 78723
(30.309365479920974, -97.6805985622763)",AUSTIN,78723,2800223,Routine Inspection,
Taste of Ethiopia Inc.,,4/7/2017,95,"3801 S CONGRESS AVE
AUSTIN, TX 78704
(30.226032991058737, -97.7619020904695)",AUSTIN,78704,11590806,Routine Inspection,
Panera Bread,,3/26/2018,85,"4625 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223367798822277, -97.84359560358882)",AUSTIN,78749,10124781,Routine Inspection,
International Food Market,,12/16/2016,72,"11331 N LAMAR BLVD
AUSTIN, TX 78753
(30.382190763139207, -97.68483219143164)",AUSTIN,78753,11441393,Routine Inspection,
Generations CDC II,,2/19/2019,98,"1610 WHELESS LN
AUSTIN, TX 78723
(30.31917872487302, -97.69082716970166)",AUSTIN,78723,2801381,Routine Inspection,
Drinks,,10/4/2016,96,"2001 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.256534527496537, -97.7232355856822)",AUSTIN,78702,11216014,Routine Inspection,
Yumilicious,,9/10/2018,96,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.35906503944212, -97.73460518665037)",AUSTIN,78757,10425700,Routine Inspection,
Kerbey Lane Restaurant,,9/10/2018,79,"3704 KERBEY LN
AUSTIN, TX 78731
(30.30803672951368, -97.75047977791994)",AUSTIN,78731,2800235,Routine Inspection,
Shandeez Grill,,7/18/2017,92,"8863 ANDERSON MILL RD
AUSTIN, TX 78729
(30.453812428777184, -97.77332920712294)",AUSTIN,78729,10547395,Routine Inspection,
Tomodachi,,6/8/2017,93,"4101 W PARMER LN
AUSTIN, TX 78727
(30.425469772990272, -97.71685998186952)",AUSTIN,78727,2802895,Routine Inspection,
Crepe Crazy,,12/15/2016,81,"3103 S LAMAR BLVD
AUSTIN, TX 78704
(30.2416182870969, -97.78471732025316)",AUSTIN,78704,11440630,Routine Inspection,
Aguilera's Mexican Restaurant,,7/20/2018,95,"7210 CAMERON RD
AUSTIN, TX 78752
(30.326513425384473, -97.69242144658136)",AUSTIN,78752,10862312,Routine Inspection,
McDonalds's #27171,McDonald's,7/28/2017,92,"8500 E US 290 HWY
AUSTIN, TX 78754
(30.32907208070177, -97.66063966808471)",AUSTIN,78754,11392280,Routine Inspection,
Potbelly Sandwich Works,,1/18/2019,100,"5300 S MOPAC EXPY
AUSTIN, TX 78749
(30.23399384980695, -97.82797113085694)",AUSTIN,78749,10151924,Routine Inspection,
John B. Connally HS-Culinary Kitchen,,4/13/2018,85,"13212 N LAMAR BLVD
AUSTIN, TX 78753
(30.417656814336013, -97.67595306620655)",AUSTIN,78753,10486271,Routine Inspection,
Seton Northwest Coffee Shop,,6/11/2018,97,"11113 RESEARCH BLVD
AUSTIN, TX 78759
(30.40529707886425, -97.74346042863921)",AUSTIN,78759,11399164,Routine Inspection,
Junes Bar,,12/6/2017,97,"1722 S CONGRESS AVE
AUSTIN, TX 78704
(30.246315895496714, -97.75114687182078)",AUSTIN,78704,11547495,Routine Inspection,
LW - Circle K Store #2704681,,8/17/2018,83,"1405 S FM 620 RD
LAKEWAY, TX 78734
(30.349241660264923, -97.96307254666817)",AUSTIN,78734,10758054,Routine Inspection,
Craftsman,,5/24/2017,92,"2000 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2569289887544, -97.72340595443062)",AUSTIN,78702,11317364,Routine Inspection,
Phi Gamma Delta Fraternity,,11/30/2018,85,"300 W 27TH ST
AUSTIN, TX 78705
(30.292312740990564, -97.74065889223189)",AUSTIN,78705,2800480,Routine Inspection,
Aristocrat Lounge,,3/15/2017,91,"6507 BURNET RD
AUSTIN, TX 78757
(30.34030806731467, -97.73856754859098)",AUSTIN,78757,11073379,Routine Inspection,
Hideaway Kitchen & Bar,,9/21/2018,85,"4323 S IH
AUSTIN, TX 78744
(30.211655235425123, -97.75281337947959)",AUSTIN,78744,11903200,Routine Inspection,
Potato Club,,8/9/2018,87,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47056474769621, -97.8065482860921)",AUSTIN,78613,11647833,Routine Inspection,
More Home Slice,,1/8/2018,90,"1421 S CONGRESS AVE
AUSTIN, TX 78704
(30.249004268602462, -97.74974899544853)",AUSTIN,78704,10366758,Routine Inspection,
Starbucks #27863,STARBUCKS,10/9/2018,96,"1606 E PARMER LN
AUSTIN, TX 78753
(30.388412319349342, -97.65004146222809)",AUSTIN,78753,11784413,Routine Inspection,
Tropical Market,,8/16/2017,80,"10805 N LAMAR BLVD
AUSTIN, TX 78753
(30.37682302850581, -97.68892943742841)",AUSTIN,78753,10935507,Routine Inspection,
"Donut Hole, The",,11/27/2017,94,"1700 N FM 620 RD
AUSTIN, TX 78734
(30.381434256390506, -97.94512539204635)",AUSTIN,78734,11289602,Routine Inspection,
Parmer Lane 5 Caffe Macs-Back Kitchen,,8/14/2018,98,"5505 W PARMER LN
AUSTIN, TX 78727
(30.435990825000303, -97.73545975376635)",AUSTIN,78727,11499693,Routine Inspection,
Shop N Carry #1,,11/1/2016,99,"8422 S CONGRESS AVE
AUSTIN, TX 78745
(30.173338213555418, -97.78555098617355)",AUSTIN,78745,10550892,Routine Inspection,
7-Eleven Convenience Store #39069C,,1/13/2017,93,"6607 CIRCLE S RD
AUSTIN, TX 78745
(30.193165031894964, -97.77700322006743)",AUSTIN,78745,11446195,Routine Inspection,
Seoul Restaurant,,10/4/2018,82,"6400 S 1ST ST
AUSTIN, TX 78745
(30.200308033518983, -97.7861341526358)",AUSTIN,78745,2801818,Routine Inspection,
Rodriguez Elementary,,11/17/2017,99,"4400 FRANKLIN PARK DR
AUSTIN, TX 78744
(30.200545647707553, -97.7474250211677)",AUSTIN,78744,2801092,Routine Inspection,
SV - BJ's Restaurant & Brewhouse,,12/13/2016,94,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.23094648053758, -97.81897414018142)",AUSTIN,78745,10029239,Routine Inspection,
J W Marriott Austin - Starbucks,STARBUCKS,6/30/2017,100,"110 E 2ND ST
AUSTIN, TX 78701
(30.264391580832843, -97.7434093915022)",AUSTIN,78701,11274923,Routine Inspection,
Onion Creek Food Mart,,8/5/2016,86,"2107 BOCA RATON DR
AUSTIN, TX 78747
(30.139246322188963, -97.79504905551347)",AUSTIN,78747,10194058,Routine Inspection,
Dollar Tree #5110,,9/6/2018,92,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.364433974008488, -97.69460873518548)",AUSTIN,78753,10840628,Routine Inspection,
A.B.Cantu/Pan-Am Rec. Center,,8/22/2016,93,"2100 E 3RD ST
AUSTIN, TX 78702
(30.2579979504642, -97.72070353112915)",AUSTIN,78702,2802781,Routine Inspection,
Graham Elementary,,8/25/2017,99,"11211 TOM ADAMS DR
AUSTIN, TX 78753
(30.372778327768142, -97.66891472401535)",AUSTIN,78753,2800281,Routine Inspection,
Target #1953 (Grocery),,8/31/2016,100,"11220 FM 2222 RD
AUSTIN, TX 78726
(30.40055655480416, -97.85051547542466)",AUSTIN,78726,2802523,Routine Inspection,
Fiesta Mart #64 - Grocery,,11/17/2017,97,"5510 S IH
AUSTIN, TX 78745
(30.20044689469362, -97.76445012221403)",AUSTIN,78745,11377952,Routine Inspection,
Super 8 Motel,,11/29/2017,95,"5526 N IH
AUSTIN, TX 78751
(30.315310341221505, -97.70845258960243)",AUSTIN,78751,2802207,Routine Inspection,
Yumilicious,,1/23/2017,89,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.35906503944212, -97.73460518665037)",AUSTIN,78757,10425700,Routine Inspection,
Branch Bar-B-Que,,6/20/2018,97,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.435245803380496, -97.67429741168647)",AUSTIN,78728,2800990,Routine Inspection,
Whataburger,,10/3/2018,94,"6301 W PARMER LN
AUSTIN, TX 78729
(30.44532019183188, -97.74371447414919)",AUSTIN,78729,2803042,Routine Inspection,
INKA Chicken,,2/20/2019,96,"1707 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.438911106622086, -97.67149799697276)",AUSTIN,78728,10739509,Routine Inspection,
Subway,SUBWAY,3/3/2017,91,"900 E BRAKER LN
AUSTIN, TX 78753
(30.376863877728447, -97.67336333358189)",AUSTIN,78753,10384742,Routine Inspection,
Star Stop 79,,3/27/2017,91,"12801 N FM 620 RD
AUSTIN, TX 78750
(30.465629055216358, -97.80332155270052)",AUSTIN,78750,11028028,Routine Inspection,
Wag-a-Bag #360,,12/11/2017,90,"3310 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.331240330563745, -97.80992568721406)",AUSTIN,78746,10116184,Routine Inspection,
Mongolian Hot Pot,,9/13/2018,82,"2400 SETON AVE
AUSTIN, TX 78705
(30.28805803084638, -97.74411837556777)",AUSTIN,78705,11490862,Routine Inspection,
Dessau Middle School,,10/13/2016,89,"12900 DESSAU RD
AUSTIN, TX 78754
(30.399185274781928, -97.64410737642244)",AUSTIN,78754,2801702,Routine Inspection,
LW - Merito Food Mart,,6/15/2017,98,"201 N FM 620 RD
LAKEWAY, TX 78734
(30.366918428866935, -97.95012371775911)",AUSTIN,78734,11289572,Routine Inspection,
Congress Austin,,9/22/2016,91,"200 CONGRESS AVE
AUSTIN, TX 78701
(30.26460447315636, -97.74443135153484)",AUSTIN,78701,10492670,Routine Inspection,
HEB #8,,7/3/2018,94,"2400 S CONGRESS AVE
AUSTIN, TX 78704
(30.238296786091304, -97.75459339056971)",AUSTIN,78704,2803579,Routine Inspection,
T. V. Dinners,,8/30/2016,89,"1124 S IH
AUSTIN, TX 78704
(30.245554875879414, -97.73621385982217)",AUSTIN,78704,10565668,Routine Inspection,
Target Store   T-1061,,7/11/2017,95,"5300 S MOPAC EXPY
AUSTIN, TX 78749
(30.23399384980695, -97.82797113085694)",AUSTIN,78749,2803808,Routine Inspection,
Rundberg Food Mart,,7/19/2018,78,"9318 N IH
AUSTIN, TX 78753
(30.358313104518352, -97.68883064813706)",AUSTIN,78753,10367658,Routine Inspection,
LW - Brookdale Lohmans Crossing,,9/15/2016,100,"1604 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.3545177800751, -97.9789570761011)",AUSTIN,78734,11207538,Routine Inspection,
Little Caesars,,6/19/2018,97,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.33915864070419, -97.69116919261224)",AUSTIN,78753,10134174,Routine Inspection,
Doc's Motorworks Bar & Grill,,4/2/2019,75,"1106 W 38TH ST
AUSTIN, TX 78705
(30.305986442179474, -97.74428148872686)",AUSTIN,78705,2800984,Routine Inspection,
Texas Bar & Grill,,4/18/2018,91,"14611 BURNET RD
AUSTIN, TX 78728
(30.450482322284152, -97.69509884012025)",AUSTIN,78728,2801496,Routine Inspection,
Japan Cafe & Grill,,11/22/2016,74,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47056474769621, -97.8065482860921)",AUSTIN,78613,10952870,Routine Inspection,
Donut Taco Palace I,,10/26/2017,70,"5446 W US 290 HWY
AUSTIN, TX 78735
(30.23736201300604, -97.84037182964057)",AUSTIN,78735,10628960,Routine Inspection,
F & F Fruit Cups,,2/1/2018,87,"7110 CAMERON RD
AUSTIN, TX 78752
(30.326012558476215, -97.69320795298236)",AUSTIN,78752,10980169,Routine Inspection,
SV - Wendy's W108,,1/22/2018,88,"4961 W US 290 HWY
SUNSET VALLEY, TX 78749
(30.232162166032627, -97.81912883447117)",AUSTIN,78749,11119775,Routine Inspection,
Congress Austin,,5/8/2017,72,"200 CONGRESS AVE
AUSTIN, TX 78701
(30.26460447315636, -97.74443135153484)",AUSTIN,78701,10492670,Routine Inspection,
MN - Mini Foods Mart,,1/18/2019,97,"10400 E US 290 HWY
MANOR, TX 78653
(30.347592510629642, -97.56750910813219)",AUSTIN,78653,10886197,Routine Inspection,
Speedy Express,,12/5/2018,88,"12836 E US 290 HWY
MANOR, TX 78653
(30.350273582133767, -97.5247918591861)",AUSTIN,78653,10479775,Routine Inspection,
Umi Sushi Bar & Grill,,12/11/2017,79,"5510 S IH
AUSTIN, TX 78745
(30.20044689469362, -97.76445012221403)",AUSTIN,78745,2801677,Routine Inspection,
Lonestar Family Market,,8/25/2017,99,"7110 CAMERON RD
AUSTIN, TX 78752
(30.326012558476215, -97.69320795298236)",AUSTIN,78752,2803903,Routine Inspection,
P. Terry's Burger Stand,,4/19/2018,94,"4220 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222260689397448, -97.8378083351702)",AUSTIN,78749,10321380,Routine Inspection,
N2 Cream Company,,2/2/2018,93,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47056474769621, -97.8065482860921)",AUSTIN,78613,11546389,Routine Inspection,
Hotel Granduca,,10/4/2018,84,"320 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.30184976316561, -97.82936093102268)",AUSTIN,78746,11418886,Routine Inspection,
HEB #24,,5/24/2018,96,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.40459272047008, -97.85165407428521)",AUSTIN,78726,2801280,Routine Inspection,
Jack in the Box #842,,2/16/2018,88,"904 E BRAKER LN
AUSTIN, TX 78753
(30.37603620128877, -97.67312851929093)",AUSTIN,78753,10789938,Routine Inspection,
Thundercloud Subs #17,,4/13/2018,87,"5401 BURNET RD
AUSTIN, TX 78756
(30.328545453984926, -97.73955127836079)",AUSTIN,78756,2800023,Routine Inspection,
"Sprouts Farmers Market-Meat,Deli,Bakery",,6/28/2018,94,"4006 S LAMAR BLVD
AUSTIN, TX 78704
(30.237935826078562, -97.79317616354408)",AUSTIN,78704,10639398,Routine Inspection,
Montopolis Youth Sports Complex,,3/24/2017,93,"800 GROVE BLVD
AUSTIN, TX 78741
(30.2212746738042, -97.71075210923738)",AUSTIN,78741,2801020,Routine Inspection,
Pinthouse Pizza,,10/18/2016,83,"4236 S LAMAR BLVD
AUSTIN, TX 78704
(30.23608174761691, -97.79585777493706)",AUSTIN,78704,11420194,Routine Inspection,
Titaya's Thai Cuisine,,9/27/2017,88,"5501 N LAMAR BLVD
AUSTIN, TX 78751
(30.32317142134221, -97.72758556876468)",AUSTIN,78751,2803076,Routine Inspection,
Chocolaterie Tessa,,9/15/2016,98,"7425 BURNET RD
AUSTIN, TX 78757
(30.34985318773073, -97.73400839366798)",AUSTIN,78757,11186760,Routine Inspection,
Capt Benny's Seafood,,1/26/2018,83,"5700 N IH
AUSTIN, TX 78751
(30.317430743689172, -97.70812061952523)",AUSTIN,78751,2800445,Routine Inspection,
SAO Coffee Shop,,8/2/2016,100,"1345 PHILOMENA ST
AUSTIN, TX 78723
(30.302132927291602, -97.70822746205589)",AUSTIN,78723,11271838,Routine Inspection,
Marble Slab Creamery #602,,7/20/2018,90,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892799713936, -97.80700989442836)",AUSTIN,78746,10049300,Routine Inspection,
LW - Randall's #1779 - Bakery,,8/9/2016,100,"2301 S FM 620 RD
LAKEWAY, TX 78734
(30.341459546474915, -97.9663399903076)",AUSTIN,78734,2801980,Routine Inspection,
Sam's Club #8259 (Bakery),,7/28/2017,98,"9900 S IH
AUSTIN, TX 78748
(30.157218012970485, -97.79321607180552)",AUSTIN,78748,10626768,Routine Inspection,
Tropicana Cuban Restaurant,,7/12/2017,73,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.3668031147353, -97.69560485132716)",AUSTIN,78753,10662759,Routine Inspection,
Galaxy Cafe,,10/15/2018,93,"1000 WEST LYNN ST
AUSTIN, TX 78703
(30.279383761229145, -97.76005437853054)",AUSTIN,78703,10001511,Routine Inspection,
Brush Country Food Mart,,3/1/2019,92,"6511 BRUSH COUNTRY RD
AUSTIN, TX 78749
(30.223658032218307, -97.84089877571203)",AUSTIN,78749,11973925,Routine Inspection,
Wendy's Old Fashioned Hamburgers #113,,10/17/2018,90,"6210 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.21311182598832, -97.71241233411197)",AUSTIN,78741,11081676,Routine Inspection,
McDonald's Restaurant at Metric,McDonald's,6/26/2018,94,"12443 METRIC BLVD
AUSTIN, TX 78758
(30.412540438841177, -97.69057237024667)",AUSTIN,78758,11348400,Routine Inspection,
Buffalo Wild Wings #620,,10/9/2018,95,"7604 N IH
AUSTIN, TX 78752
(30.33818959842867, -97.70200126145915)",AUSTIN,78752,11398783,Routine Inspection,
Taco Bell #30099,TACO BELL,2/8/2018,96,"7793 BURNET RD
AUSTIN, TX 78757
(30.354412939094537, -97.73149727498709)",AUSTIN,78757,11066790,Routine Inspection,
Hudson's Hill Country,,10/1/2018,85,"3509 N FM 620 RD
AUSTIN, TX 78734
(30.39629078933378, -97.9319048790055)",AUSTIN,78734,11856835,Routine Inspection,
Avenue Food Mart,,1/3/2017,100,"1700 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.456315689733767, -97.66075752737908)",AUSTIN,78660,10165419,Routine Inspection,
CVS/pharmacy #1430,,3/15/2017,98,"2101 S LAMAR BLVD
AUSTIN, TX 78704
(30.24749977555182, -97.7703324114687)",AUSTIN,78704,10431989,Routine Inspection,
Olive Garden #1044,,9/29/2016,87,"8833 BURNET RD
AUSTIN, TX 78757
(30.371479426166346, -97.7261655772542)",AUSTIN,78757,11441906,Routine Inspection,
Country Boyz Fixins,,5/10/2018,95,"4140 E 12TH ST
AUSTIN, TX 78721
(30.279227679376024, -97.68716017421858)",AUSTIN,78721,11019026,Routine Inspection,
"Vanilla Orchid, The",,5/17/2018,91,"7433 BURNET RD
AUSTIN, TX 78757
(30.349906258631368, -97.73368508106249)",AUSTIN,78757,11318835,Routine Inspection,
Accent Food Services,,12/20/2018,100,"1250 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.28057315512137, -97.82271866752146)",AUSTIN,78746,11566568,Routine Inspection,
HEB-Bakery  #229,,4/1/2019,98,"6607 S IH
AUSTIN, TX 78744
(30.18875735067883, -97.76892123494328)",AUSTIN,78744,2801138,Routine Inspection,
China Dragon,,9/15/2017,88,"2700 W PECAN ST
AUSTIN, TX 78660
(30.450026222181823, -97.65657439594057)",AUSTIN,78660,11602132,Routine Inspection,
Panera Bread,,7/23/2018,95,"4625 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.223367798822277, -97.84359560358882)",AUSTIN,78749,10124781,Routine Inspection,
'Bout Time II,,10/28/2016,83,"6607 N IH
AUSTIN, TX 78752
(30.327636902736916, -97.7041335548931)",AUSTIN,78752,10830983,Routine Inspection,
Hot Shots,,9/11/2018,93,"2108 FERGUSON LN
AUSTIN, TX 78754
(30.344809508621783, -97.66851710824066)",AUSTIN,78754,2801582,Routine Inspection,
Graham Elementary,,8/23/2018,100,"11211 TOM ADAMS DR
AUSTIN, TX 78753
(30.372778327768142, -97.66891472401535)",AUSTIN,78753,2800281,Routine Inspection,
Samsung Austin Semiconductor- A2/Compass Group,,8/29/2017,94,"12100 SAMSUNG BLVD
AUSTIN, TX 78754
(30.37323996318495, -97.63608068171263)",AUSTIN,78754,10038665,Routine Inspection,
O'Neill's Catering,,5/5/2017,91,"4321 EMMA BROWNING AVE
AUSTIN, TX 78719
(30.186332153900945, -97.66325670842217)",AUSTIN,78719,10433318,Routine Inspection,
LW - Vivel Crepes & Coffee,,7/25/2017,89,"2011 MAIN ST
LAKEWAY, TX 78734
(30.346380830490222, -97.96698964898651)",AUSTIN,78734,11625639,Routine Inspection,
Dollar Tree #5110,,11/3/2016,94,"9515 N LAMAR BLVD
AUSTIN, TX 78753
(30.364433974008488, -97.69460873518548)",AUSTIN,78753,10840628,Routine Inspection,
Capital City Kids Daycare,,1/17/2019,98,"13107 DESSAU RD
AUSTIN, TX 78754
(30.39840977579952, -97.63838453666426)",AUSTIN,78754,2802540,Routine Inspection,
Prime Food Mart,,3/23/2018,89,"601 N IH
AUSTIN, TX 78702
(30.265783006179433, -97.73403752877066)",AUSTIN,78702,11662524,Routine Inspection,
Anderson High School,,10/24/2017,97,"8403 MESA DR
AUSTIN, TX 78759
(30.376363942029872, -97.75392362771353)",AUSTIN,78759,2800201,Routine Inspection,
Subway Restaurant #34451,SUBWAY,8/28/2017,94,"3005 S LAMAR BLVD
AUSTIN, TX 78704
(30.241345371569512, -97.78373739407446)",AUSTIN,78704,10626463,Routine Inspection,
Buttercup Chevron,,10/16/2017,91,"14815 DESSAU RD
PFLUGERVILLE, TX 78660
(30.420459157844782, -97.6285136459696)",AUSTIN,78660,11348918,Routine Inspection,
Chi'Lantro,,10/16/2017,87,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.251777134379914, -97.76409999423129)",AUSTIN,78704,11248790,Routine Inspection,
Jeffrey's Restaurant and Bar,,12/5/2017,93,"1204 WEST LYNN ST
AUSTIN, TX 78703
(30.280491255993745, -97.75911791634863)",AUSTIN,78703,10926835,Routine Inspection,
SV - IL CANE ROSSO/ COWTIPPING CREAMERY,,7/5/2018,82,"4715 S LAMAR BLVD
SUNSET VALLEY, TX 78745
(30.23262989550547, -97.81142127673165)",AUSTIN,78745,11494251,Routine Inspection,
Sonic Drive In,,2/28/2018,90,"7708 BURNET RD
AUSTIN, TX 78757
(30.353803517387966, -97.7327014231092)",AUSTIN,78757,2800074,Routine Inspection,
Bill Miller Bar-B-Q,,10/25/2016,70,"14718 N IH
AUSTIN, TX 78728
(30.43890345973768, -97.67010438409429)",AUSTIN,78728,2801785,Routine Inspection,
Tokyo Gardens Catering,,2/14/2018,100,"6607 S IH
AUSTIN, TX 78744
(30.18875735067883, -97.76892123494328)",AUSTIN,78744,10743813,Routine Inspection,
Juiceland,,6/22/2017,94,"120 E 4TH ST
AUSTIN, TX 78701
(30.266044028857753, -97.74239668278396)",AUSTIN,78701,11475527,Routine Inspection,
Applebee's,,7/11/2017,83,"11013 LAKELINE MALL DR
AUSTIN, TX 78613
(30.472165597408374, -97.79983989787918)",AUSTIN,78613,10870119,Routine Inspection,
Eat Real Food,,10/2/2018,97,"11190 CIRCLE DR
AUSTIN, TX 78736
(30.223920243646653, -97.95338032434807)",AUSTIN,78736,11838287,Routine Inspection,
Nau's Enfield Drug,,7/6/2017,86,"1115 WEST LYNN ST
AUSTIN, TX 78703
(30.279987106509537, -97.75900997826238)",AUSTIN,78703,2800353,Routine Inspection,
Tokyo Gardens Catering,,8/3/2016,99,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.40459272047008, -97.85165407428521)",AUSTIN,78726,2802625,Routine Inspection,
SV - Stouthaus Coffee Pub,,3/13/2017,90,"4715 S LAMAR BLVD
SUNSET VALLEY, TX 78745
(30.23262989550547, -97.81142127673165)",AUSTIN,78745,11199256,Routine Inspection,
Sarku Japan,,1/3/2018,89,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892799713936, -97.80700989442836)",AUSTIN,78746,2801813,Routine Inspection,
SV - MAD Greens,,6/20/2018,84,"5601 BRODIE LN
SUNSET VALLEY, TX 78745
(30.22689651743608, -97.82128870041979)",AUSTIN,78745,11661784,Routine Inspection,
Powerstop,,2/7/2018,95,"8600 MANCHACA RD
AUSTIN, TX 78748
(30.186399438594414, -97.81657287431706)",AUSTIN,78748,10094643,Routine Inspection,
Yard House #8366,,12/3/2018,90,"11800 DOMAIN BLVD
AUSTIN, TX 78758
(30.40449411595064, -97.72155702446638)",AUSTIN,78758,11516522,Routine Inspection,
Overton Elementary,,11/2/2016,98,"7201 COLONY LOOP DR
AUSTIN, TX 78724
(30.300398898539, -97.63603689482555)",AUSTIN,78724,10066459,Routine Inspection,
